id,u,v,width,height,is_line
14908,0.3964162,0.5929595,0.04361138,0.05386814,test
14908,0.3957713,0.5911943,0.03988979,0.04927128,test
14908,0.3916368,0.5827631,0.04822463,0.05956635,test
14908,0.3910203,0.5816237,0.0465023,0.05743895,test
14908,0.3901569,0.5798698,0.04299776,0.05311019,test
14908,0.3889523,0.5777579,0.03804985,0.0469986,test
14908,0.3840537,0.5721727,0.04482887,0.05537196,test
14908,0.3834107,0.5712203,0.04309038,0.0532246,test
14908,0.382292,0.5700151,0.038951,0.04811169,test
14908,0.3809822,0.5686618,0.03185457,0.0393463,test
14908,0.3744504,0.5656214,0.04151745,0.05128174,test
14908,0.373663,0.565266,0.03980997,0.04917268,test
14908,0.3727543,0.5648473,0.03573842,0.04414357,test
14908,0.3716181,0.5643909,0.02968315,0.03666418,test
14908,0.3626494,0.5633944,0.04521945,0.05585439,test
14908,0.3618165,0.5633074,0.04349687,0.05372669,test
14908,0.3606357,0.5631635,0.04073182,0.05031133,test
14908,0.3594381,0.5630439,0.0376032,0.04644691,test
14908,0.3505175,0.5621181,0.04982671,0.06154522,test
14908,0.3495786,0.5620249,0.04860266,0.06003328,test
14908,0.3477332,0.5617114,0.04503914,0.05563168,test
14908,0.3454118,0.5613194,0.04025508,0.04972248,test
14908,0.3378059,0.5608415,0.0468109,0.05782013,test
14908,0.3364098,0.5607318,0.04477202,0.05530173,test
14908,0.3343008,0.5607085,0.03976982,0.04912309,test
14908,0.3318561,0.5606052,0.03297644,0.04073201,test
14908,0.3257048,0.5619093,0.03826735,0.04726727,test
14908,0.3244922,0.5621111,0.03545173,0.04378945,test
14908,0.3226323,0.5628283,0.02972956,0.03672152,test
14908,0.3207422,0.5639643,0.02083987,0.0257411,test
14908,0.3185979,0.5652285,0.0172824,0.02134696,test
,,,,,
14909,0.5552819,0.8149832,0.02422699,0.02992482,test
14909,0.5552894,0.8150424,0.02393828,0.02956821,test
14909,0.5551717,0.8150637,0.02111505,0.026081,test
14909,0.555089,0.8152869,0.01603827,0.01981023,test
14909,0.5542399,0.8175543,0.02544002,0.03142313,test
14909,0.5540307,0.8176985,0.02431796,0.03003719,test
14909,0.5534887,0.8187583,0.01462514,0.01806475,test
,,,,,
14909,0.5569397,0.8006505,0.0355295,0.04388552,test
14909,0.5573292,0.7988688,0.03338946,0.04124217,test
14909,0.5577986,0.7977021,0.03092324,0.03819593,test
14909,0.5580752,0.7972227,0.02933134,0.03622963,test
14909,0.5610858,0.7769486,0.05423938,0.06699569,test
14909,0.5612602,0.7759878,0.05355953,0.06615594,test
14909,0.5616048,0.7741653,0.05109523,0.06311207,test
14909,0.5617861,0.7723417,0.04864083,0.06008043,test
14909,0.5607932,0.751515,0.06406434,0.07913133,test
14909,0.5608045,0.749876,0.06265661,0.07739251,test
14909,0.5606369,0.7448274,0.05726816,0.07073678,test
14909,0.5602053,0.7369173,0.04981906,0.06153576,test
14909,0.5556399,0.7133828,0.06534494,0.0807131,test
14909,0.555324,0.7117261,0.06401327,0.07906825,test
14909,0.5545496,0.7077849,0.05965264,0.07368206,test
14909,0.553514,0.7025104,0.05407177,0.06678865,test
14909,0.5486487,0.6808517,0.0688614,0.08505657,test
14909,0.5482709,0.6790534,0.06729575,0.08312272,test
14909,0.5473305,0.6747039,0.0622429,0.07688151,test
14909,0.5458068,0.6681303,0.0556149,0.0686947,test
14909,0.541634,0.6430661,0.07139441,0.08818532,test
14909,0.541282,0.6409707,0.06945286,0.08578715,test
14909,0.5404944,0.6363342,0.06437548,0.07951564,test
14909,0.5391671,0.628186,0.05657048,0.06987502,test
14909,0.5363984,0.6070683,0.06802119,0.08401876,test
14909,0.536155,0.6052626,0.06641445,0.08203415,test
14909,0.5355416,0.6005429,0.06086716,0.07518221,test
14909,0.5341375,0.5910804,0.05186583,0.06406391,test
14909,0.5319838,0.5719937,0.06200937,0.07659306,test
14909,0.5318295,0.5701536,0.06013814,0.07428174,test
14909,0.5313622,0.5659744,0.05502251,0.06796299,test
14909,0.5306277,0.5592752,0.04795602,0.05923457,test
14909,0.5281101,0.5376454,0.06186609,0.07641608,test
14909,0.5279091,0.5358653,0.06024465,0.0744133,test
14909,0.5274988,0.5321408,0.05598323,0.06914966,test
14909,0.5269725,0.5271271,0.05054603,0.06243371,test
14909,0.5233049,0.5043836,0.06569554,0.08114616,test
14909,0.5230224,0.502612,0.06407634,0.07914615,test
14909,0.52235,0.4982961,0.05886833,0.07271329,test
14909,0.5210363,0.4913082,0.05179692,0.06397879,test
14909,0.5184867,0.477329,0.05824686,0.07194566,test
14909,0.5181741,0.4755878,0.05653439,0.06983043,test
14909,0.5172954,0.47116,0.05056573,0.06245804,test
14909,0.5158727,0.4630735,0.04048358,0.05000472,test
14909,0.5145924,0.4562516,0.03856009,0.04762885,test
14909,0.5144129,0.4548285,0.03580867,0.04423034,test
14909,0.5141428,0.4528886,0.0263382,0.03253255,test
,,,,,
14910,0.6376838,0.7927158,0.03369882,0.04162428,test
14910,0.6376928,0.7927164,0.03362517,0.04153331,test
14910,0.6377926,0.7927262,0.03276845,0.0404751,test
14910,0.6378825,0.7928255,0.0312187,0.03856088,test
14910,0.6358978,0.7981257,0.04121549,0.05090876,test
14910,0.6356379,0.7987596,0.04027143,0.04974267,test
14910,0.6351572,0.7999235,0.03805888,0.04700976,test
14910,0.634829,0.8009853,0.03612697,0.04462349,test
14910,0.6320343,0.7962138,0.04336311,0.05356148,test
14910,0.6320934,0.7960646,0.04336632,0.05356544,test
14910,0.6319305,0.7957183,0.04161556,0.05140292,test
14910,0.6313993,0.7946647,0.03715968,0.04589909,test
14910,0.624396,0.7771239,0.05191861,0.06412909,test
14910,0.6232697,0.7743493,0.04884551,0.06033324,test
14910,0.6222847,0.7718152,0.04530512,0.05596022,test
14910,0.6214913,0.7698281,0.04214266,0.05205399,test
14910,0.6123613,0.7520709,0.06127396,0.07568468,test
14910,0.611755,0.7507994,0.06018081,0.07433445,test
14910,0.6101748,0.747789,0.05576322,0.0688779,test
14910,0.6082423,0.7442597,0.05081744,0.06276895,test
14910,0.5976908,0.7274041,0.06730209,0.08313055,test
14910,0.5967687,0.7259218,0.06561542,0.0810472,test
14910,0.5943197,0.7220924,0.05906581,0.07295722,test
14910,0.590528,0.716155,0.05028146,0.06210691,test
14910,0.5805854,0.6994938,0.06515173,0.08047445,test
14910,0.5797748,0.6980231,0.06315605,0.07800941,test
14910,0.5775877,0.6943906,0.05747175,0.07098825,test
14910,0.5742087,0.6887885,0.04933577,0.0609388,test
14910,0.5619715,0.670006,0.06787019,0.08383226,test
14910,0.561067,0.6685781,0.06612512,0.08167677,test
14910,0.5589342,0.6652212,0.06043561,0.07464917,test
14910,0.5556498,0.6602352,0.05314883,0.06564865,test
14910,0.5444649,0.6444294,0.06827877,0.08433692,test
14910,0.5435581,0.6431835,0.0665258,0.08217168,test
14910,0.5410614,0.6396342,0.06038303,0.07458422,test
14910,0.5366768,0.6335691,0.05109834,0.06311592,test
14910,0.5255776,0.6155214,0.06742075,0.08327711,test
14910,0.5247266,0.6140992,0.06564412,0.08108264,test
14910,0.5226603,0.6106386,0.05945369,0.07343632,test
14910,0.5194036,0.6052464,0.05208506,0.06433469,test
14910,0.5080773,0.5864496,0.06956447,0.085925,test
14910,0.5072375,0.5850258,0.06734606,0.08318485,test
14910,0.5049919,0.5812508,0.06208955,0.0766921,test
14910,0.5013218,0.5751181,0.05304662,0.0655224,test
14910,0.4920894,0.5606176,0.06498001,0.08026235,test
14910,0.4911422,0.5591937,0.06300393,0.07782152,test
14910,0.488829,0.5555707,0.05711297,0.07054509,test
14910,0.4851539,0.549677,0.04853604,0.059951,test
14910,0.4804809,0.5374835,0.05547981,0.06852783,test
14910,0.4798989,0.5360369,0.05377613,0.06642348,test
14910,0.4788562,0.5327559,0.04919985,0.06077092,test
14910,0.4774041,0.5279471,0.04251515,0.05251408,test
14910,0.4758413,0.5167478,0.04950349,0.06114597,test
14910,0.4756614,0.5152371,0.04775302,0.05898382,test
14910,0.4753562,0.5127852,0.0431594,0.05330985,test
14910,0.4751228,0.509456,0.03674203,0.04538321,test
14910,0.4758704,0.4994814,0.04506742,0.0556666,test
14910,0.4759532,0.4982943,0.04351246,0.05374594,test
14910,0.476139,0.4962964,0.03964734,0.0489718,test
14910,0.4765151,0.4938412,0.03450778,0.0426235,test
14910,0.4824087,0.4875483,0.04505364,0.05564958,test
14910,0.4829984,0.4867325,0.04362758,0.05388814,test
14910,0.4841596,0.4858462,0.04042878,0.04993703,test
14910,0.4853132,0.4848329,0.03595004,0.04440495,test
14910,0.4938419,0.4816823,0.04794494,0.05922088,test
14910,0.4947783,0.4814085,0.04664141,0.05761078,test
14910,0.4959743,0.48095,0.04414206,0.05452361,test
14910,0.4974571,0.4805101,0.04094212,0.0505711,test
14910,0.5093426,0.4799702,0.05428754,0.06705517,test
14910,0.5104125,0.4799635,0.05327488,0.06580434,test
14910,0.5116387,0.4799476,0.05094594,0.06292768,test
14910,0.512883,0.4799945,0.04796313,0.05924335,test
14910,0.5249736,0.4796067,0.05981415,0.07388155,test
14910,0.5263482,0.4794058,0.05794577,0.07157376,test
14910,0.5293276,0.4794011,0.05376072,0.06640444,test
14910,0.5333808,0.4794702,0.04748892,0.05865761,test
14910,0.5461566,0.4796686,0.0577302,0.07130749,test
14910,0.5474585,0.4796923,0.05557772,0.06864878,test
14910,0.5499969,0.479703,0.05155134,0.06367544,test
14910,0.553798,0.4796967,0.04555535,0.0562693,test
14910,0.5660975,0.4781036,0.05524391,0.06823646,test
14910,0.5672557,0.477851,0.05374077,0.06637981,test
14910,0.5697971,0.4775412,0.05022206,0.06203355,test
14910,0.5732029,0.4770774,0.04465012,0.05515116,test
14910,0.5856223,0.4746988,0.05530012,0.0683059,test
14910,0.586874,0.4744868,0.0536269,0.06623915,test
14910,0.5893754,0.4737894,0.04974333,0.06144223,test
14910,0.5924755,0.4730184,0.04467533,0.0551823,test
14910,0.6056074,0.4709786,0.05654817,0.06984746,test
14910,0.6068003,0.470809,0.05521846,0.06820503,test
14910,0.6093938,0.4703924,0.05113728,0.06316401,test
14910,0.6127888,0.4699118,0.0459798,0.05679357,test
14910,0.6263793,0.4677281,0.05784048,0.07144371,test
14910,0.6276538,0.4675216,0.0562359,0.06946176,test
14910,0.6305568,0.4670425,0.05234099,0.06465082,test
14910,0.6341242,0.4665221,0.04723936,0.05834936,test
14910,0.6460462,0.4652977,0.05653641,0.06983294,test
14910,0.6472932,0.4651663,0.05505652,0.068005,test
14910,0.6503611,0.464734,0.05053811,0.06242393,test
14910,0.654684,0.464201,0.04452735,0.05499952,test
14910,0.6655755,0.4629928,0.0529472,0.0653996,test
14910,0.6664899,0.4628941,0.05181939,0.06400654,test
14910,0.668759,0.4628112,0.04775355,0.05898448,test
14910,0.6717008,0.4625465,0.04148034,0.0512359,test
14910,0.6809623,0.4606872,0.04984335,0.06156577,test
14910,0.6820971,0.4604169,0.04827201,0.05962488,test
14910,0.6839285,0.4599982,0.0447965,0.05533197,test
14910,0.6861196,0.4595566,0.04011859,0.04955389,test
14910,0.6956434,0.4564302,0.05045805,0.06232503,test
14910,0.6966767,0.4561655,0.04894361,0.06045442,test
14910,0.6984134,0.4556231,0.04523344,0.05587168,test
14910,0.7008284,0.4547974,0.0405583,0.05009701,test
14910,0.7093409,0.4499122,0.04917058,0.06073477,test
14910,0.7102956,0.4493895,0.04754225,0.05872348,test
14910,0.7120874,0.4482865,0.04327167,0.05344852,test
14910,0.7144189,0.4466345,0.03793104,0.04685187,test
14910,0.7192332,0.4437155,0.03980001,0.04916039,test
14910,0.720335,0.4430847,0.03724107,0.04599962,test
14910,0.7219146,0.4418915,0.02986419,0.03688781,test
14910,0.7245516,0.4401594,0.008549508,0.01056023,test
,,,,,
14911,0.6959732,0.6983159,0.02921315,0.03608365,test
14911,0.6959841,0.6983443,0.02905957,0.03589395,test
14911,0.696047,0.6984122,0.02806932,0.03467081,test
14911,0.6960976,0.6983687,0.02670098,0.03298066,test
14911,0.6964004,0.7102182,0.04565433,0.05639156,test
14911,0.6963356,0.7108835,0.0448361,0.05538089,test
14911,0.6963034,0.7120941,0.04266644,0.05270096,test
14911,0.6962147,0.7131914,0.04040141,0.04990323,test
14911,0.7011936,0.7180837,0.04744336,0.05860134,test
14911,0.7017103,0.7187193,0.04660028,0.05755998,test
14911,0.7032919,0.7203126,0.04215973,0.05207508,test
14911,0.7058071,0.7226834,0.03546606,0.04380715,test
14911,0.7191323,0.7299395,0.05099969,0.06299406,test
14911,0.7201704,0.730508,0.04970428,0.06139399,test
14911,0.7218536,0.7314344,0.04648123,0.05741292,test
14911,0.7234792,0.7323258,0.0431843,0.05334061,test
14911,0.7359473,0.7385146,0.05752993,0.07106011,test
14911,0.7370701,0.7391054,0.05585927,0.06899654,test
14911,0.7392277,0.7401722,0.05264836,0.06503048,test
14911,0.7416943,0.7414095,0.04848783,0.05989145,test
14911,0.7576152,0.748494,0.06422728,0.07933258,test
14911,0.7591591,0.7491927,0.06191853,0.07648085,test
14911,0.7623351,0.7505248,0.05768687,0.07125397,test
14911,0.7664878,0.7523954,0.05205505,0.06429762,test
14911,0.7835882,0.7594743,0.06724957,0.08306567,test
14911,0.784874,0.7599688,0.06551572,0.08092405,test
14911,0.7881201,0.7613396,0.06060609,0.07485975,test
14911,0.7931808,0.7635536,0.05361683,0.06622672,test
14911,0.8108584,0.769172,0.06773832,0.08366936,test
14911,0.8123257,0.7696001,0.06581233,0.08129042,test
14911,0.8158322,0.770631,0.06092407,0.07525251,test
14911,0.821726,0.7724109,0.05374842,0.06638926,test
14911,0.8364663,0.7763833,0.0641577,0.07924664,test
14911,0.8378438,0.7766675,0.06223804,0.07687551,test
14911,0.8412843,0.7775263,0.05695381,0.0703485,test
14911,0.8472602,0.7789408,0.04897258,0.06049021,test
14911,0.8600882,0.7820143,0.05685961,0.07023215,test
14911,0.8614186,0.7822313,0.05502281,0.06796335,test
14911,0.86411,0.7828026,0.05016053,0.06195754,test
14911,0.8684845,0.7838575,0.04312277,0.05326461,test
14911,0.8764956,0.784861,0.04646758,0.05739607,test
14911,0.8777662,0.7851139,0.04458076,0.0550655,test
14911,0.8801381,0.7851735,0.03833483,0.04735062,test
14911,0.883866,0.7850903,0.02766185,0.03416751,test
14911,0.8874676,0.78501,0.0212804,0.02628524,test
14911,0.8884538,0.7851096,0.01177434,0.01454348,test
,,,,,
14912,0.6938909,0.6881687,0.0276682,0.03417535,test
14912,0.693489,0.6882762,0.0264799,0.03270758,test
14912,0.6929169,0.6885759,0.02179105,0.02691598,test
14912,0.6925802,0.6887718,0.01376283,0.01699965,test
14912,0.6900128,0.6899455,0.02330836,0.02879014,test
14912,0.6894841,0.6902642,0.02092835,0.02585038,test
14912,0.6889398,0.6904675,0.0166309,0.02054224,test
14912,0.688492,0.690839,0.009070912,0.01120426,test
14912,0.6950949,0.6938341,0.03096606,0.03824882,test
14912,0.6960639,0.6939772,0.02932267,0.03621893,test
14912,0.6982395,0.6948618,0.02142467,0.02646343,test
14912,0.7004552,0.6959288,0.008428094,0.01041026,test
14912,0.7181555,0.7025143,0.04746884,0.05863282,test
14912,0.7190714,0.7028294,0.0463056,0.05719599,test
14912,0.7203263,0.7031783,0.04376093,0.05405286,test
14912,0.721526,0.7037079,0.04107839,0.05073942,test
14912,0.7418737,0.7110226,0.0613833,0.07581974,test
14912,0.7432396,0.7115231,0.05989629,0.07398301,test
14912,0.7474894,0.7131767,0.05428997,0.06705816,test
14912,0.7526684,0.7150874,0.04823414,0.05957809,test
14912,0.7731583,0.71891,0.06461233,0.07980819,test
14912,0.7747218,0.7192072,0.06297867,0.07779033,test
14912,0.7791979,0.7200078,0.05731585,0.07079568,test
14912,0.7858423,0.7211628,0.04951897,0.06116509,test
14912,0.8059351,0.7225317,0.06534376,0.08071164,test
14912,0.8073937,0.7226325,0.06333087,0.07822534,test
14912,0.8115798,0.7228175,0.05818441,0.07186852,test
14912,0.8183491,0.7228596,0.05095904,0.06294385,test
14912,0.8333807,0.7200126,0.06147169,0.07592892,test
14912,0.8351207,0.71986,0.05887925,0.07272678,test
14912,0.8391655,0.7193508,0.0532783,0.06580856,test
14912,0.8452357,0.7179257,0.04531591,0.05597354,test
14912,0.854605,0.7074449,0.05498392,0.06791532,test
14912,0.8554717,0.7065464,0.05367252,0.0662955,test
14912,0.8572892,0.7041876,0.04839635,0.05977845,test
14912,0.8596783,0.7010242,0.04284143,0.0529171,test
14912,0.8618744,0.687457,0.05309742,0.06558514,test
14912,0.8622317,0.685819,0.05142296,0.06351688,test
14912,0.8626124,0.6825324,0.04757122,0.05875926,test
14912,0.8630612,0.6791379,0.04269445,0.05273556,test
14912,0.8590881,0.6645731,0.05582874,0.06895883,test
14912,0.858822,0.6634997,0.05452273,0.06734568,test
14912,0.8582424,0.6616315,0.05159916,0.06373452,test
14912,0.8574438,0.6591582,0.04793184,0.0592047,test
14912,0.8504334,0.6443579,0.0616002,0.07608766,test
14912,0.8496778,0.6428246,0.05958636,0.0736002,test
14912,0.848242,0.6398779,0.05530127,0.06830731,test
14912,0.8462985,0.6360815,0.04980655,0.06152031,test
14912,0.8380267,0.6186653,0.06510761,0.08041996,test
14912,0.8372828,0.6170081,0.06306462,0.07789648,test
14912,0.8357508,0.613695,0.05812114,0.07179037,test
14912,0.8335923,0.609017,0.05160201,0.06373803,test
14912,0.8247042,0.5926436,0.06611746,0.08166731,test
14912,0.823967,0.5912971,0.06407026,0.07913864,test
14912,0.8222352,0.5880087,0.05863253,0.07242203,test
14912,0.8194203,0.5827799,0.05044387,0.06230752,test
14912,0.810207,0.5679132,0.0635059,0.07844155,test
14912,0.8094294,0.5666073,0.06157139,0.07605206,test
14912,0.8075175,0.5638564,0.05692527,0.07031325,test
14912,0.804701,0.5595916,0.04941638,0.06103838,test
14912,0.7955985,0.5453494,0.06237231,0.07704135,test
14912,0.7947786,0.5440386,0.06020701,0.0743668,test
14912,0.7928418,0.5412865,0.05583007,0.06896047,test
14912,0.7899122,0.5370811,0.04918565,0.06075338,test
14912,0.7800462,0.525125,0.06081802,0.07512151,test
14912,0.7792109,0.5240422,0.05928954,0.07323356,test
14912,0.7771499,0.5217356,0.05440113,0.06719547,test
14912,0.7740285,0.5183414,0.04838534,0.05976486,test
14912,0.7637281,0.5082246,0.06024247,0.0744106,test
14912,0.762779,0.5073707,0.05855323,0.07232408,test
14912,0.7605394,0.5051438,0.05456211,0.06739432,test
14912,0.7574214,0.5023214,0.04785542,0.05911031,test
14912,0.7472148,0.4915953,0.06029311,0.07447316,test
14912,0.7463233,0.4905829,0.05859784,0.07237919,test
14912,0.7440231,0.4883528,0.05376169,0.06640564,test
14912,0.7409926,0.4849145,0.04737498,0.05851687,test
14912,0.7327206,0.4763445,0.05578017,0.06889884,test
14912,0.7317776,0.475356,0.05392551,0.06660799,test
14912,0.7295709,0.4731732,0.0491269,0.06068081,test
14912,0.7265204,0.4700336,0.04239463,0.05236521,test
14912,0.7203912,0.4643082,0.04648557,0.05741829,test
14912,0.7194687,0.463486,0.04455233,0.05503038,test
14912,0.7178683,0.4620087,0.03985446,0.04922764,test
14912,0.7157169,0.4601438,0.03257635,0.04023782,test
14912,0.7137021,0.4584994,0.02678673,0.03308657,test
14912,0.7127122,0.4578195,0.02043612,0.02524239,test
,,,,,
14913,0.8903268,0.7239829,0.02862923,0.0353624,test
14913,0.8903056,0.7239798,0.0285563,0.03527232,test
14913,0.8904436,0.7240781,0.02740988,0.03385628,test
14913,0.8905957,0.7241792,0.02603466,0.03215763,test
14913,0.8886187,0.7231253,0.03387102,0.04183698,test
14913,0.8885917,0.7232016,0.03373671,0.04167108,test
14913,0.8886302,0.7233065,0.03322485,0.04103884,test
14913,0.8885834,0.7233611,0.03215021,0.03971146,test
14913,0.8873439,0.7122432,0.04773736,0.05896448,test
14913,0.8872144,0.7115325,0.0468943,0.05792315,test
14913,0.8868892,0.7096381,0.04429707,0.05471509,test
14913,0.8864602,0.7073558,0.04042638,0.04993406,test
14913,0.8858778,0.6859455,0.05878653,0.07261225,test
14913,0.8858516,0.6844296,0.05730966,0.07078804,test
14913,0.885866,0.682111,0.0545094,0.06732921,test
14913,0.8858256,0.679383,0.0511635,0.06319639,test
14913,0.8838265,0.6605003,0.06363863,0.07860549,test
14913,0.8835285,0.6585263,0.06142009,0.07586519,test
14913,0.8831108,0.6537629,0.05605521,0.06923857,test
14913,0.8823205,0.6457791,0.04855816,0.05997832,test
14913,0.8794492,0.628161,0.05880173,0.07263102,test
14913,0.8791942,0.6264096,0.05687674,0.0702533,test
14913,0.878458,0.6223426,0.05237728,0.06469563,test
14913,0.8773577,0.6166566,0.04611729,0.05696339,test
14913,0.875444,0.6022314,0.0552842,0.06828622,test
14913,0.8752224,0.6008253,0.05379962,0.0664525,test
14913,0.8749453,0.5982236,0.05025543,0.06207477,test
14913,0.8746567,0.5951858,0.04585857,0.05664382,test
14913,0.8732097,0.5801467,0.05680634,0.07016636,test
14913,0.8731036,0.5785214,0.0549804,0.06791097,test
14913,0.8727526,0.5751096,0.05084106,0.06279813,test
14913,0.8722041,0.5705274,0.04549124,0.05619011,test
14913,0.870173,0.5527058,0.05774603,0.07132704,test
14913,0.8699871,0.5509314,0.05617262,0.06938358,test
