id,u,v,width,height,is_line
73106,0.344013,0.7689815,0.001941748,0.002777778,test
73235,0.3508399,0.6644696,0.005062582,0.007242305,test
73235,0.3508501,0.6643886,0.00543361,0.007773081,test
73235,0.350822,0.664465,0.005572865,0.007972293,test
73235,0.3507996,0.6645006,0.005570246,0.007968547,test
73235,0.3508129,0.6644966,0.005470732,0.007826187,test
73235,0.353895,0.6549542,0.01265959,0.01811024,test
73235,0.3539624,0.6547307,0.01283144,0.01835608,test
73235,0.3540884,0.654377,0.01322541,0.01891969,test
73235,0.3542162,0.6539854,0.01304965,0.01866825,test
73235,0.3543519,0.6536073,0.01289314,0.01844435,test
73235,0.3586932,0.6399773,0.02363498,0.03381114,test
73235,0.3591891,0.638446,0.02344318,0.03353677,test
73235,0.3595129,0.6374092,0.0232025,0.03319247,test
73235,0.3598162,0.6364641,0.0230746,0.0330095,test
73235,0.3600882,0.6356041,0.02239909,0.03204314,test
73235,0.3642056,0.6223491,0.03509811,0.05020979,test
73235,0.3649051,0.6200911,0.03428613,0.04904821,test
73235,0.3655283,0.6180684,0.03392096,0.04852581,test
73235,0.366255,0.6157359,0.0326075,0.04664684,test
73235,0.3669586,0.6134951,0.03108336,0.04446647,test
73235,0.3684687,0.6082491,0.03232865,0.04624793,test
73235,0.3694522,0.6049866,0.02953683,0.04225408,test
73235,0.3704924,0.6015008,0.02884063,0.04125812,test
73235,0.3715132,0.5980769,0.02801273,0.04007376,test
73235,0.3723987,0.5950688,0.02358285,0.03373658,test
73235,0.364643,0.6208896,0.001941748,0.002777778,test
73235,0.3643586,0.6200778,0.00173943,0.002488351,test
73235,0.364147,0.6201058,0.003097364,0.004430952,test
73236,0.374233,0.5886849,0.01749394,0.02502605,test
73236,0.3745347,0.5876716,0.01655673,0.02368533,test
73236,0.3751106,0.5854874,0.0154442,0.02209378,test
73236,0.3762273,0.5813848,0.01420454,0.02032039,test
73236,0.3767998,0.5791236,0.008546544,0.01222631,test
73236,0.3771966,0.5775133,0.006667754,0.009538592,test
73236,0.377545,0.5762121,0.005582776,0.007986471,test
73236,0.377711,0.5755255,0.005017713,0.007178117,test
73236,0.3777536,0.5753666,0.004615674,0.006602979,test
73236,0.3777363,0.5752791,0.00424893,0.006078331,test
73236,0.3777313,0.5752558,0.00350793,0.005018288,test
73236,0.3777508,0.575,0.003271771,0.00468045,test
,,,,,
73237,0.3546206,0.6534465,0.001447293,0.002070433,test
,,,,,
73237,0.3591903,0.644669,0.002977576,0.004259588,test
73237,0.3598756,0.6440693,0.00259167,0.003707528,test
73237,0.3598527,0.644021,0.002610374,0.003734284,test
73237,0.3597958,0.6440004,0.002610374,0.003734284,test
73237,0.359698,0.6440818,0.00173943,0.002488351,test
73237,0.3641315,0.6316444,0.01103191,0.01578176,test
73237,0.36586,0.6284249,0.0114593,0.01639316,test
73237,0.3658425,0.6285122,0.01138421,0.01628575,test
73237,0.3659336,0.6283064,0.01120004,0.01602228,test
73237,0.3660169,0.6280973,0.01146598,0.01640272,test
73237,0.3679923,0.621892,0.01672258,0.02392258,test
73237,0.3686949,0.6200855,0.01633484,0.0233679,test
73237,0.3691795,0.6188515,0.01544215,0.02209085,test
73237,0.3696051,0.6176887,0.01504921,0.02152872,test
73237,0.3699399,0.6167548,0.0133184,0.01905271,test
73237,0.3737864,0.595,0.00217094,0.00310565,test
73239,0.3720828,0.6088758,0.01667844,0.02385944,test
73239,0.372633,0.6069927,0.0161264,0.02306971,test
73239,0.3731126,0.6053235,0.01484347,0.02123441,test
73239,0.3735191,0.603837,0.01268015,0.01813966,test
73239,0.3756926,0.5917867,0.01873601,0.0268029,test
73239,0.3758997,0.5915647,0.01853485,0.02651514,test
73239,0.3766584,0.587475,0.01628086,0.02329068,test
73239,0.377261,0.5839546,0.008721158,0.0124761,test
73239,0.3778714,0.5803518,0.00870887,0.01245852,test
73239,0.3788396,0.5735578,0.01205557,0.01724617,test
73239,0.3794233,0.5716429,0.01212448,0.01734475,test
73239,0.3796951,0.5700272,0.01158488,0.01657281,test
73239,0.3798305,0.5690418,0.01051725,0.01504551,test
73239,0.3799345,0.5682571,0.01017215,0.01455182,test
73239,0.3754585,0.5964506,0.003661394,0.005237828,test
73237,0.3828318,0.5594395,0.017163,0.02455262,test
73237,0.38311,0.5585344,0.01563866,0.02237198,test
73237,0.3833328,0.5577713,0.01496892,0.02141387,test
73237,0.3835384,0.5571023,0.01457961,0.02085694,test
73237,0.3870119,0.5498342,0.02030144,0.02904234,test
73237,0.3875113,0.5486974,0.02027474,0.02900414,test
73237,0.3878896,0.5478851,0.02036467,0.02913279,test
73237,0.388245,0.5471059,0.01953236,0.02794212,test
73237,0.3885765,0.5463844,0.01934167,0.02766934,test
73237,0.3912482,0.5423814,0.02270463,0.03248023,test
73237,0.3919755,0.541116,0.02201759,0.03149738,test
73237,0.3925608,0.5400584,0.02129601,0.03046512,test
73237,0.3931298,0.539052,0.02113949,0.03024122,test
73237,0.3937537,0.537973,0.01966032,0.02812518,test
73237,0.3970627,0.5354987,0.0255306,0.03652294,test
73237,0.3990712,0.5325887,0.02491931,0.03564846,test
73237,0.400196,0.5311369,0.02432907,0.03480409,test
73237,0.4012536,0.5298051,0.02191318,0.03134802,test
73237,0.4021966,0.5286542,0.02024877,0.02896699,test
73237,0.4052534,0.5258694,0.02308137,0.03301918,test
73237,0.4065127,0.5245683,0.02234966,0.03197242,test
73237,0.4076549,0.5234302,0.02002017,0.02863996,test
73237,0.4086706,0.5224768,0.01973026,0.02822524,test
73237,0.4095688,0.5216819,0.01873023,0.02679463,test
73237,0.4137538,0.5181277,0.02496562,0.0357147,test
73237,0.4149777,0.5170961,0.02352491,0.0336537,test
73237,0.4160898,0.5161452,0.02205134,0.03154566,test
73237,0.4171695,0.5152448,0.02125155,0.03040152,test
73237,0.4183519,0.5142444,0.0202039,0.0289028,test
73237,0.4169259,0.5153642,0.0204615,0.02927131,test
73237,0.4196268,0.5131826,0.0198165,0.0283486,test
73237,0.4207576,0.5122788,0.01921441,0.02748728,test
73237,0.4218918,0.5113693,0.01670973,0.0239042,test
73237,0.4229212,0.5105228,0.01548841,0.02215703,test
73237,0.4236447,0.5099574,0.01526018,0.02183054,test
73237,0.4245767,0.5092442,0.01373438,0.0196478,test
73237,0.4253858,0.5086484,0.01203512,0.01721691,test
73237,0.426107,0.5081076,0.01002148,0.01433629,test
73237,0.4267599,0.5076438,0.008840412,0.0126467,test
73237,0.4182275,0.5151876,0.001855949,0.002655039,test
73238,0.4274825,0.5070088,0.006757877,0.009667519,test
73238,0.4276673,0.5069644,0.006213746,0.008889108,test
73238,0.4278749,0.5067421,0.006006742,0.008592978,test
73238,0.4279928,0.5066114,0.004453376,0.0063708,test
73238,0.4281885,0.5064102,0.002944259,0.004211926,test
,,,,,
73240,0.3783518,0.5727354,0.003812396,0.005453844,test
,,,,,
73240,0.3841282,0.5598418,0.005268125,0.007536345,test
73240,0.3843324,0.5604506,0.006669828,0.009541559,test
73240,0.3846833,0.5607747,0.006407016,0.009165592,test
73240,0.3847491,0.5605324,0.006059146,0.008667945,test
73240,0.3847827,0.5602387,0.004895772,0.007003674,test
73240,0.3921005,0.5430669,0.001941748,0.002777778,test
73242,0.3894731,0.5502542,0.009324755,0.01333958,test
73242,0.3889686,0.5519646,0.008327926,0.01191356,test
73242,0.3890064,0.5517156,0.008532135,0.01220569,test
73242,0.3889409,0.5517616,0.007625405,0.01090857,test
73242,0.3914828,0.5481654,0.00217094,0.00310565,test
73242,0.3905316,0.5496554,0.002343897,0.003353074,test
73242,0.3904126,0.5495536,0.002343897,0.003353074,test
73243,0.4012798,0.5229657,0.007821717,0.0111894,test
73243,0.4013928,0.522741,0.006910624,0.009886032,test
73243,0.4075439,0.5203818,0.003206578,0.004587188,test
73244,0.403927,0.5212928,0.01052554,0.01505737,test
73244,0.4039127,0.5210669,0.01084077,0.01550832,test
73244,0.4038676,0.5209425,0.01047657,0.01498731,test
73244,0.4037115,0.5209572,0.009844428,0.014083,test
73244,0.418226,0.5119829,0.00217094,0.00310565,test
73241,0.411272,0.5151322,0.01592655,0.02278382,test
73241,0.4128963,0.5134917,0.01518291,0.02172,test
73241,0.4159446,0.5110743,0.00850137,0.01216168,test
73241,0.4170084,0.5101987,0.008366196,0.01196831,test
73241,0.4282172,0.5036487,0.003979314,0.00569263,test
73241,0.4298592,0.5016114,0.01570074,0.02246078,test
73241,0.4309853,0.5004015,0.01650019,0.02360444,test
73241,0.431687,0.4999132,0.01589992,0.02274571,test
73241,0.4323439,0.4994616,0.01485789,0.02125504,test
73241,0.4382824,0.4953292,0.02298828,0.03288601,test
73241,0.4389515,0.4949041,0.02048174,0.02930027,test
73241,0.4396082,0.4944487,0.02035056,0.02911261,test
73241,0.4401429,0.494083,0.02002411,0.0286456,test
73241,0.4405487,0.4938054,0.01865025,0.02668021,test
73241,0.4445028,0.4895783,0.02312372,0.03307976,test
73241,0.4452914,0.4888257,0.02304418,0.03296598,test
73241,0.4459557,0.4882638,0.02291774,0.0327851,test
73241,0.4465881,0.4877238,0.02263334,0.03237825,test
73241,0.4472241,0.4871635,0.02262546,0.03236699,test
73241,0.4491348,0.4851402,0.02641389,0.03778654,test
73241,0.4509122,0.483647,0.02565554,0.03670167,test
73241,0.4519368,0.4826351,0.02489589,0.03561495,test
73241,0.4528534,0.4817384,0.0229367,0.03281223,test
73241,0.4536417,0.4809449,0.02232559,0.03193799,test
73241,0.4542235,0.4803445,0.02156956,0.03085646,test
73241,0.4550609,0.4795727,0.02109693,0.03018034,test
73241,0.4560036,0.4786722,0.02076376,0.02970372,test
73241,0.456861,0.4778194,0.0192977,0.02760643,test
73241,0.457746,0.4769147,0.01742962,0.02493404,test
73241,0.4586688,0.4760125,0.0167841,0.02401058,test
73241,0.4597472,0.4750046,0.01489915,0.02131406,test
73241,0.4608124,0.474063,0.01324663,0.01895004,test
73241,0.4618636,0.4731998,0.01169234,0.01672654,test
73241,0.4627849,0.4724306,0.00985114,0.0140926,test
73241,0.4633516,0.4719345,0.007446908,0.01065322,test
73241,0.4640011,0.4713864,0.005729459,0.008196309,test
73241,0.4641758,0.4712681,0.005686615,0.008135019,test
73241,0.464422,0.4711064,0.004909525,0.007023348,test
73241,0.4644704,0.4709733,0.004565592,0.006531333,test
73241,0.4642393,0.4711756,0.0042478,0.006076714,test
73241,0.4641316,0.4714738,0.003256606,0.004658756,test
,,,,,
73246,0.4512673,0.4912602,0.00563467,0.008060709,test
73246,0.4510519,0.4912197,0.006046062,0.008649228,test
73246,0.4510764,0.4912398,0.005880905,0.008412962,test
73246,0.4511124,0.4912103,0.005764005,0.00824573,test
73246,0.4512039,0.4911787,0.005600538,0.008011881,test
73246,0.456853,0.4895326,0.01112277,0.01591174,test
73246,0.4573926,0.489383,0.01156967,0.01655106,test
